email,lead_id,lead_captured_date,lead_type,contact_type,business_type
gabriela.dias@email.com.br,00Q4P000010MZtGUAW,2020-02-07 11:34:50,Indireto,Corretor,Corretor Autônomo
laura.carvalho@email.com.br,00Q4P000010Ma0bUAC,2020-02-07 12:55:54,Indireto,Corretor,Corretor Autônomo
nicolash.silva@email.com.br,00Q4P000010Mb1uUAC,2020-02-07 16:52:01,Indireto,Corretor,Corretor Autônomo
breno.rodrigues@email.com.br,00Q4P000010Md3mUAC,2020-02-09 18:40:43,Indireto,Corretor,Corretor Autônomo
tiago.sousa@email.com.br,00Q4P000010MdhCUAS,2020-02-10 11:25:29,Direto,Comprador,Cliente Direto
tânia.fernandes@email.com.br,00Q4P000010MdoNUAS,2020-02-10 12:24:47,Direto,Comprador,Cliente Direto
isabelle.rodrigues@email.com.br,00Q4P000010MgLyUAK,2020-02-11 17:36:10,Direto,Comprador,Cliente Direto
isabella.rocha@email.com.br,00Q4P000010MgZvUAK,2020-02-11 19:31:41,Direto,Comprador,Cliente Direto
julia.ferreira@email.com.br,00Q4P000010MkvCUAS,2020-02-13 15:31:54,Direto,Comprador,Cliente Direto
vinicius.alves@email.com.br,00Q4P000010MmopUAC,2020-02-14 15:17:12,Direto,Comprador,Cliente Direto
vinicius.ribeiro@email.com.br,00Q4P000010Moa9UAC,2020-02-15 13:11:42,Direto,Comprador,Cliente Direto
vinicius.costa@email.com.br,00Q4P000010MotVUAS,2020-02-16 6:16:53,Direto,Comprador,Cliente Direto
paulo.martins@email.com.br,00Q4P000010Mp1UUAS,2020-02-16 11:52:06,Direto,Comprador,Cliente Direto
livia.rodrigues@email.com.br,00Q4P000010MpIfUAK,2020-02-16 19:15:43,Direto,Comprador,Cliente Direto
livia.santos@email.com.br,00Q4P000010MpKlUAK,2020-02-16 20:08:40,Direto,Comprador,Cliente Direto
aline.cardoso@email.com.br,00Q4P000010MpqmUAC,2020-02-17 11:10:13,Indireto,Corretor,Imobiliária Pequena
eduarda.sousa@email.com.br,00Q4P000010Mq0sUAC,2020-02-17 13:19:27,Direto,Comprador,Cliente Direto
miguel.dias@email.com.br,00Q4P000010MrpoUAC,2020-02-17 17:54:37,Direto,Comprador,Cliente Direto
vitória.cavalcanti@email.com.br,00Q4P000010Mrw6UAC,2020-02-17 18:47:28,Direto,Comprador,Cliente Direto
manuela.alves@email.com.br,00Q4P000010MrztUAC,2020-02-17 19:29:42,Direto,Comprador,Cliente Direto
júlio.souza@email.com.br,00Q4P000010MsN7UAK,2020-02-18 0:37:06,Direto,Comprador,Cliente Direto
mateus.castro@email.com.br,00Q4P000010MsNMUA0,2020-02-18 0:46:32,Direto,Comprador,Cliente Direto
júlia.souza@email.com.br,00Q4P000010MsYeUAK,2020-02-18 9:04:19,Direto,Comprador,Cliente Direto
laura.cunha@email.com.br,00Q4P000010MscbUAC,2020-02-18 9:48:32,Direto,Comprador,Cliente Direto
breno.cunha@email.com.br,00Q4P000010MtQIUA0,2020-02-18 15:37:28,Direto,Comprador,Cliente Direto
júlia.souza@email.com.br,00Q4P000010Mu3UUAS,2020-02-18 21:44:47,Direto,Comprador,Cliente Direto
livia.carvalho@email.com.br,00Q4P000010MuiNUAS,2020-02-19 12:10:21,Direto,Comprador,Cliente Direto
carolina.dias@email.com.br,00Q4P000010MwTEUA0,2020-02-20 2:27:12,Direto,Comprador,Cliente Direto
aline.fernandes@email.com.br,00Q4P000010MzbLUAS,2020-02-20 19:47:27,Direto,Comprador,Cliente Direto
ana.alves@email.com.br,00Q4P000010N04XUAS,2020-02-21 6:36:57,Direto,Comprador,Cliente Direto
emilly.martins@email.com.br,00Q4P000010N0PBUA0,2020-02-21 11:26:04,Direto,Comprador,Cliente Direto
danilo.cavalcanti@email.com.br,00Q4P000010N0pWUAS,2020-02-21 14:52:29,Indireto,Corretor,Corretor Autônomo
evelyn.goncalves@email.com.br,00Q4P000010N1BmUAK,2020-02-21 19:05:40,Direto,Comprador,Cliente Direto
camila.barbosa@email.com.br,00Q4P000010N1bzUAC,2020-02-22 8:31:14,Direto,Comprador,Cliente Direto
amanda.martins@email.com.br,00Q4P000010N289UAC,2020-02-22 21:51:03,Direto,Comprador,Cliente Direto
leila.cunha@email.com.br,00Q4P000010N2FeUAK,2020-02-23 10:34:55,Direto,Comprador,Cliente Direto
giovana.azevedo@email.com.br,00Q4P000010N4XqUAK,2020-02-26 10:21:57,Indireto,Corretor,Corretor Autônomo
eduarda.carvalho@email.com.br,00Q4P000010NJ1zUAG,2020-03-02 18:28:57,Direto,Comprador,Cliente Direto
luan.almeida@email.com.br,00Q4P000010NJh2UAG,2020-03-03 0:34:41,Direto,Comprador,Cliente Direto
clara.souza@email.com.br,00Q4P000010NJseUAG,2020-03-03 9:08:43,Direto,Comprador,Cliente Direto
diego.almeida@email.com.br,00Q4P000010NK3SUAW,2020-03-03 10:36:01,Direto,Comprador,Cliente Direto
nicole.oliveira@email.com.br,00Q4P000010NMxxUAG,2020-03-04 14:07:31,Direto,Comprador,Cliente Direto
larissa.dias@email.com.br,00Q4P000010NO4CUAW,2020-03-04 22:55:17,Direto,Comprador,Cliente Direto
lara.santos@email.com.br,00Q4P000010NT4fUAG,2020-03-08 11:58:24,Direto,Comprador,Cliente Direto
rafaela.santos@email.com.br,00Q4P000010NUzJUAW,2020-03-09 17:05:55,Direto,Comprador,Cliente Direto
ryan.cunha@email.com.br,00Q4P000010NVkkUAG,2020-03-09 19:38:37,Direto,Comprador,Cliente Direto
luís.correia@email.com.br,00Q4P000010NWjSUAW,2020-03-10 9:34:40,Direto,Comprador,Cliente Direto
douglas.goncalves@email.com.br,00Q4P000010NXBvUAO,2020-03-10 10:32:22,Direto,Comprador,Cliente Direto
rodrigo.santos@email.com.br,00Q4P000010NXNcUAO,2020-03-10 11:36:27,Direto,Comprador,Cliente Direto
kauê.carvalho@email.com.br,00Q4P000010NaeIUAS,2020-03-11 17:02:28,Direto,Comprador,Cliente Direto
ágatha.cunha@email.com.br,00Q4P000010NbOkUAK,2020-03-12 8:59:57,Direto,Comprador,Cliente Direto
bruno.fernandes@email.com.br,00Q4P000010Ncs2UAC,2020-03-13 7:43:01,Indireto,Corretor,Corretor Autônomo
matilde.ferreira@email.com.br,00Q4P000010Ne7DUAS,2020-03-13 16:30:08,Indireto,Corretor,Corretor Autônomo
matilde.oliveira@email.com.br,00Q4P000010Njt9UAC,2020-03-17 12:09:53,Direto,Comprador,Cliente Direto
cauã.cavalcanti@email.com.br,00Q4P000010NkObUAK,2020-03-17 16:51:04,Direto,Comprador,Cliente Direto
luana.oliveira@email.com.br,00Q4P000010Nn8qUAC,2020-03-19 10:22:23,Direto,Comprador,Cliente Direto
julia.cardoso@email.com.br,00Q4P000010NwBHUA0,2020-03-24 9:27:17,Direto,Comprador,Cliente Direto
letícia.carvalho@email.com.br,00Q4P000010Nwz2UAC,2020-03-24 12:17:59,Direto,Comprador,Cliente Direto
breno.carvalho@email.com.br,00Q4P000010NybLUAS,2020-03-25 16:09:31,Direto,Comprador,Cliente Direto
emilly.souza@email.com.br,00Q4P000010O1NIUA0,2020-03-25 23:25:50,Direto,Comprador,Cliente Direto
marina.souza@email.com.br,00Q4P000010O21wUAC,2020-03-26 16:06:42,Direto,Comprador,Cliente Direto
alex.rocha@email.com.br,00Q4P000010O3LYUA0,2020-03-27 14:36:35,Direto,Comprador,Cliente Direto
raissa.cardoso@email.com.br,00Q4P000010O4tSUAS,2020-03-27 21:52:48,Direto,Comprador,Cliente Direto
vitoria.cunha@email.com.br,00Q4P000010O5QgUAK,2020-03-28 18:07:15,Direto,Comprador,Cliente Direto
joao.melo@email.com.br,00Q4P000010O5YpUAK,2020-03-28 23:11:20,Direto,Comprador,Cliente Direto
joao.ribeiro@email.com.br,00Q4P000010O5rIUAS,2020-03-29 15:26:57,Direto,Comprador,Cliente Direto
carolina.dias@email.com.br,00Q4P000010O6s5UAC,2020-03-30 15:25:43,Direto,Comprador,Cliente Direto
sofia.sousa@email.com.br,00Q4P000010O9pYUAS,2020-04-01 8:51:52,Direto,Comprador,Cliente Direto
lara.souza@email.com.br,00Q4P000010OCCAUA4,2020-04-02 21:49:58,Direto,Comprador,Cliente Direto
breno.ferreira@email.com.br,00Q4P000010OF9fUAG,2020-04-03 19:59:11,Direto,Comprador,Cliente Direto
alex.lima@email.com.br,00Q4P000010ONIPUA4,2020-04-05 9:31:30,Direto,Comprador,Cliente Direto
rafael.pereira@email.com.br,00Q4P000010OPwPUAW,2020-04-05 19:36:03,Indireto,Corretor,Imobiliária Pequena
felipe.araujo@email.com.br,00Q4P000010OQA2UAO,2020-04-06 9:30:25,Direto,Comprador,Cliente Direto
antônio.carvalho@email.com.br,00Q4P000010ORFcUAO,2020-04-06 20:05:13,Direto,Comprador,Cliente Direto
tomás.barros@email.com.br,00Q4P000010ORHEUA4,2020-04-06 20:05:59,Direto,Comprador,Cliente Direto
júlia.sousa@email.com.br,00Q4P000010ORIvUAO,2020-04-06 20:06:48,Direto,Comprador,Cliente Direto
gabriel.ribeiro@email.com.br,00Q4P000010ORc2UAG,2020-04-06 20:20:29,Direto,Comprador,Cliente Direto
carolina.rocha@email.com.br,00Q4P000010OTvVUAW,2020-04-08 9:40:24,Direto,Comprador,Cliente Direto
ana.costa@email.com.br,00Q4P000010OU0vUAG,2020-04-08 10:40:57,Direto,Comprador,Cliente Direto
brenda.rocha@email.com.br,00Q4P000010OUcLUAW,2020-04-08 16:51:08,Direto,Comprador,Cliente Direto
kauan.castro@email.com.br,00Q4P000010OUi4UAG,2020-04-08 17:35:06,Direto,Comprador,Cliente Direto
leonor.costa@email.com.br,00Q4P000010OVK8UAO,2020-04-09 5:44:20,Direto,Comprador,Cliente Direto
luiza.rocha@email.com.br,00Q4P000010OZNWUA4,2020-04-11 18:44:56,Direto,Comprador,Cliente Direto
giovanna.dias@email.com.br,00Q4P000010OeLUUA0,2020-04-14 1:52:19,Direto,Comprador,Cliente Direto
samuel.azevedo@email.com.br,00Q4P000010Of8bUAC,2020-04-14 12:46:49,Direto,Comprador,Cliente Direto
anna.martins@email.com.br,00Q4P000010Ofi7UAC,2020-04-14 16:18:13,Direto,Comprador,Cliente Direto
alex.carvalho@email.com.br,00Q4P000010Oh3TUAS,2020-04-15 8:03:21,Direto,Comprador,Cliente Direto
isabelle.cavalcanti@email.com.br,00Q4P000010OhO0UAK,2020-04-15 10:48:30,Direto,Comprador,Cliente Direto
luiza.dias@email.com.br,00Q4P000010OjGIUA0,2020-04-15 15:15:19,Indireto,Corretor,Imobiliária Pequena
kauê.castro@email.com.br,00Q4P000010OjctUAC,2020-04-15 16:58:52,Direto,Comprador,Cliente Direto
miguel.lima@email.com.br,00Q4P000010OkL4UAK,2020-04-15 19:51:06,Direto,Comprador,Cliente Direto
josé.ferreira@email.com.br,00Q4P000010OoeYUAS,2020-04-17 13:19:59,Direto,Comprador,Cliente Direto
bruna.barbosa@email.com.br,00Q4P000010OqUVUA0,2020-04-18 10:13:53,Direto,Comprador,Cliente Direto
thiago.rocha@email.com.br,00Q4P000010Or4tUAC,2020-04-18 18:28:20,Direto,Comprador,Cliente Direto
mateus.souza@email.com.br,00Q4P000010OrCSUA0,2020-04-18 19:57:25,Direto,Comprador,Cliente Direto
paulo.azevedo@email.com.br,00Q4P000010OtrYUAS,2020-04-20 13:57:55,Direto,Comprador,Cliente Direto
leonor.ferreira@email.com.br,00Q4P000010Ouh0UAC,2020-04-20 16:59:10,Direto,Comprador,Cliente Direto
sophia.dias@email.com.br,00Q4P000010OviCUAS,2020-04-20 19:51:59,Direto,Comprador,Cliente Direto
gabriela.alves@email.com.br,00Q4P000010Ow9rUAC,2020-04-21 0:59:41,Direto,Comprador,Cliente Direto
alice.carvalho@email.com.br,00Q4P000010OwALUA0,2020-04-21 1:05:31,Direto,Comprador,Cliente Direto
vinicius.costa@email.com.br,00Q4P000010P1CvUAK,2020-04-22 20:12:22,Direto,Comprador,Cliente Direto
beatriz.dias@email.com.br,00Q4P000010PD9zUAG,2020-04-27 18:04:30,Direto,Comprador,Cliente Direto
aline.barbosa@email.com.br,00Q4P000010PF7UUAW,2020-04-28 11:57:31,Indireto,Corretor,Imobiliária Pequena
kauã.barros@email.com.br,00Q4P000010PF9kUAG,2020-04-28 12:07:39,Indireto,Corretor,Imobiliária Pequena
isabela.sousa@email.com.br,10480,2019-09-27 15:19:09,Indireto,Corretor,Corretor Autônomo
carolina.sousa@email.com.br,1062,2019-01-07 15:34:41,Direto,Comprador,Cliente Direto
yasmin.barros@email.com.br,10933,2019-10-02 23:06:53,Direto,Comprador,Permuta Direto
nicole.santos@email.com.br,11871,2019-10-13 20:23:47,Direto,Comprador,Cliente Direto
rafael.melo@email.com.br,12137,2019-10-15 12:23:26,Direto,Comprador,Cliente Direto
paulo.correia@email.com.br,12314,2019-10-17 12:15:57,Direto,Comprador,Cliente Direto
sofia.costa@email.com.br,12647,2019-10-21 22:05:25,Direto,Comprador,Cliente Direto
leila.pereira@email.com.br,12732,2019-10-22 10:34:35,Direto,Comprador,Cliente Direto
bruno.sousa@email.com.br,1283,2019-02-08 11:28:44,Direto,Comprador,Cliente Direto
beatriz.castro@email.com.br,13239,2019-10-27 17:25:53,Direto,Comprador,Cliente Direto
caio.silva@email.com.br,13345,2019-10-28 20:48:12,Direto,Comprador,Cliente Direto
breno.oliveira@email.com.br,13483,2019-10-29 14:24:33,Direto,Comprador,Cliente Direto
vinicius.costa@email.com.br,1379,2019-02-14 10:42:56,Direto,Comprador,Cliente Direto
sarah.melo@email.com.br,14041,2019-11-02 12:08:16,Direto,Comprador,Cliente Direto
luan.souza@email.com.br,14349,2019-11-04 23:04:33,Direto,Comprador,Cliente Direto
luiza.ribeiro@email.com.br,14479,2019-11-06 5:26:44,Indireto,Corretor,MGM
josé.castro@email.com.br,14669,2019-11-07 13:23:23,Indireto,Corretor,Corretor Autônomo
luiza.dias@email.com.br,15214,2019-11-12 7:04:55,Direto,Comprador,Cliente Direto
matilde.martins@email.com.br,15528,2019-11-13 21:39:19,Direto,Comprador,Cliente Direto
matilde.melo@email.com.br,15902,2019-11-17 13:52:48,Direto,Comprador,Cliente Direto
luan.martins@email.com.br,1609,2019-03-10 12:42:46,Direto,Comprador,Cliente Direto
igor.goncalves@email.com.br,16166,2019-11-18 22:07:01,Direto,Comprador,Cliente Direto
vinícius.barbosa@email.com.br,16422,2019-11-19 20:59:47,Direto,Comprador,Cliente Direto
nicolash.sousa@email.com.br,17395,2019-11-26 17:00:20,Direto,Comprador,Cliente Direto
pedro.dias@email.com.br,17614,2019-11-27 15:36:31,Direto,Comprador,Cliente Direto
mariana.carvalho@email.com.br,17692,2019-11-27 22:20:28,Direto,Comprador,Cliente Direto
clara.goncalves@email.com.br,17802,2019-11-28 14:14:50,Direto,Comprador,Cliente Direto
fernanda.oliveira@email.com.br,17833,2019-11-28 17:07:14,Direto,Comprador,Cliente Direto
danilo.araujo@email.com.br,18367,2019-12-03 6:51:36,Direto,Comprador,Cliente Direto
breno.martins@email.com.br,18663,2019-12-04 19:33:25,Direto,Comprador,Cliente Direto
rebeca.rocha@email.com.br,18787,2019-12-05 15:44:30,Direto,Comprador,Cliente Direto
lara.carvalho@email.com.br,18814,2019-12-05 17:53:05,Direto,Comprador,Cliente Direto
carla.souza@email.com.br,18854,2019-12-05 21:32:12,Direto,Comprador,Cliente Direto
samuel.rodrigues@email.com.br,18858,2019-12-05 21:47:53,Direto,Comprador,Cliente Direto
eduardo.silva@email.com.br,18888,2019-12-05 23:28:59,Direto,Comprador,Cliente Direto
alice.barros@email.com.br,19340,2019-12-08 10:43:23,Direto,Comprador,Cliente Direto
lara.goncalves@email.com.br,19394,2019-12-08 19:25:00,Direto,Comprador,Cliente Direto
luiz.sousa@email.com.br,19485,2019-12-09 10:56:01,Direto,Comprador,Cliente Direto
nicole.souza@email.com.br,19867,2019-12-10 19:47:44,Direto,Comprador,Cliente Direto
livia.rodrigues@email.com.br,199,2018-08-02 17:51:38,Indireto,Corretor,Imobiliária Grande
victor.carvalho@email.com.br,20126,2019-12-11 14:23:43,Direto,Comprador,Cliente Direto
kai.lima@email.com.br,20480,2019-12-12 16:44:46,Direto,Comprador,Cliente Direto
leila.fernandes@email.com.br,21034,2019-12-15 19:15:28,Direto,Comprador,Cliente Direto
maria.fernandes@email.com.br,21042,2019-12-15 19:53:29,Direto,Comprador,Cliente Direto
arthur.costa@email.com.br,21112,2019-12-16 7:33:35,Direto,Comprador,Cliente Direto
luiza.melo@email.com.br,21421,2019-12-17 2:23:15,Direto,Comprador,Cliente Direto
rebeca.pereira@email.com.br,2946,2019-05-04 20:28:21,Direto,Comprador,Cliente Direto
joão.araujo@email.com.br,3358,2019-05-08 17:31:42,Direto,Comprador,Cliente Direto
gabriel.correia@email.com.br,3682,2019-05-16 21:32:19,Direto,Comprador,Cliente Direto
letícia.lima@email.com.br,423,2018-10-31 19:59:06,Indireto,Corretor,Imobiliária Pequena
clara.sousa@email.com.br,4663,2019-06-05 16:00:34,Indireto,Corretor,Corretor Autônomo
eduarda.almeida@email.com.br,4703,2019-06-06 14:19:08,Indireto,Corretor,Permuta Imobiliária
eduarda.cardoso@email.com.br,4833,2019-06-10 16:31:12,Indireto,Corretor,Imobiliária Pequena
sophia.santos@email.com.br,5105,2019-06-15 12:14:43,Direto,Comprador,Cliente Direto
gabrielly.dias@email.com.br,5133,2019-06-17 10:40:45,Direto,Comprador,Cliente Direto
amanda.pereira@email.com.br,5366,2019-06-22 11:32:01,Direto,Comprador,Cliente Direto
clara.sousa@email.com.br,539,2018-11-22 9:51:33,Direto,Comprador,Cliente Direto
gabriela.barros@email.com.br,5407,2019-06-24 14:39:55,Direto,Comprador,Cliente Direto
ana.castro@email.com.br,5713,2019-07-02 18:15:47,Indireto,Corretor,Permuta Imobiliária
marcos.carvalho@email.com.br,628,2018-11-29 11:08:41,Direto,Comprador,Cliente Direto
camila.pinto@email.com.br,6325,2019-07-12 17:04:48,Direto,Comprador,Cliente Direto
gabrielle.pereira@email.com.br,6345,2019-07-12 20:18:57,Direto,Comprador,Cliente Direto
lara.lima@email.com.br,636,2018-11-29 13:23:24,Indireto,Corretor,Imobiliária Pequena
nicolas.castro@email.com.br,6700,2019-07-18 15:45:00,Direto,Comprador,Cliente Direto
anna.cunha@email.com.br,7645,2019-08-13 12:36:28,Indireto,Corretor,MGM
leila.cardoso@email.com.br,7827,2019-08-17 13:49:21,Direto,Comprador,Cliente Direto
aline.correia@email.com.br,808,2018-12-17 11:17:02,Indireto,Corretor,Corretor Autônomo
mariana.castro@email.com.br,813,2018-12-17 14:51:20,Direto,Comprador,Cliente Direto
bianca.correia@email.com.br,8389,2019-08-30 12:31:24,Direto,Comprador,Cliente Direto
marisa.cardoso@email.com.br,8471,2019-09-02 9:52:54,Indireto,Corretor,Permuta Imobiliária
vinicius.santos@email.com.br,856,2018-12-19 18:27:31,Direto,Comprador,Cliente Direto
brenda.goncalves@email.com.br,8607,2019-09-03 15:48:46,Direto,Comprador,Cliente Direto
manuela.rodrigues@email.com.br,8613,2019-09-03 15:56:50,Direto,Comprador,Cliente Direto
marcos.sousa@email.com.br,9724,2019-09-18 23:26:00,Direto,Comprador,Permuta Direto
júlio.lima@email.com.br,00Q4P00000wksBFUAY,2019-12-18 18:47:16,Direto,Comprador,Cliente Direto
felipe.barbosa@email.com.br,00Q4P00000wkuEuUAI,2019-12-20 1:08:44,Direto,Comprador,Cliente Direto
giovanna.santos@email.com.br,00Q4P00000wkvKtUAI,2019-12-21 9:42:33,Indireto,Corretor,Corretor Autônomo
gustavo.ferreira@email.com.br,00Q4P00000wkxrAUAQ,2019-12-27 1:10:01,Direto,Comprador,Cliente Direto
victor.cunha@email.com.br,00Q4P00000wkyEnUAI,2019-12-27 14:26:44,Direto,Comprador,Cliente Direto
bruna.martins@email.com.br,00Q4P00000wkyURUAY,2019-12-27 19:32:41,Direto,Comprador,Cliente Direto
luís.dias@email.com.br,00Q4P00000wl21NUAQ,2020-01-03 15:03:51,Direto,Comprador,Cliente Direto
sofia.goncalves@email.com.br,00Q4P00000wl2xLUAQ,2020-01-04 21:48:20,Direto,Comprador,Cliente Direto
vitoria.martins@email.com.br,00Q4P00000wl5AUUAY,2020-01-06 18:18:12,Direto,Comprador,Cliente Direto
miguel.rocha@email.com.br,00Q4P00000wl6hcUAA,2020-01-07 16:28:55,Direto,Comprador,Cliente Direto
bruna.cunha@email.com.br,00Q4P00000wl6m8UAA,2020-01-07 17:05:04,Direto,Comprador,Cliente Direto
evelyn.goncalves@email.com.br,00Q4P00000wl7oyUAA,2020-01-08 13:17:13,Direto,Comprador,Cliente Direto
beatrice.barros@email.com.br,00Q4P00000wl7vaUAA,2020-01-08 14:19:55,Direto,Comprador,Cliente Direto
evelyn.pinto@email.com.br,00Q4P00000wlGYXUA2,2020-01-09 7:28:48,Direto,Comprador,Cliente Direto
emily.cunha@email.com.br,00Q4P00000wlOZPUA2,2020-01-10 19:44:20,Direto,Comprador,Cliente Direto
nicole.barbosa@email.com.br,00Q4P00000wlRfDUAU,2020-01-14 12:16:04,Direto,Comprador,Cliente Direto
clara.correia@email.com.br,00Q4P00000wlU5BUAU,2020-01-15 17:46:21,Direto,Comprador,Cliente Direto
gustavo.ribeiro@email.com.br,00Q4P00000wlV5tUAE,2020-01-16 11:45:59,Direto,Comprador,Cliente Direto
livia.oliveira@email.com.br,00Q4P00000wlWTGUA2,2020-01-16 23:27:46,Direto,Comprador,Cliente Direto
luís.souza@email.com.br,00Q4P00000wlWWZUA2,2020-01-17 0:46:58,Direto,Comprador,Cliente Direto
caio.castro@email.com.br,00Q4P00000wldgDUAQ,2020-01-20 15:50:10,Direto,Comprador,Cliente Direto
livia.costa@email.com.br,00Q4P00000wlhSsUAI,2020-01-21 16:58:23,Indireto,Corretor,Corretor Autônomo
josé.cardoso@email.com.br,00Q4P00000wlhurUAA,2020-01-21 20:42:11,Direto,Comprador,Cliente Direto
alex.barbosa@email.com.br,00Q4P00000wlizCUAQ,2020-01-22 14:36:49,Direto,Comprador,Cliente Direto
sarah.cavalcanti@email.com.br,00Q4P00000wllgMUAQ,2020-01-23 12:55:26,Direto,Comprador,Cliente Direto
marina.rodrigues@email.com.br,00Q4P00000wlng9UAA,2020-01-24 14:06:35,Direto,Comprador,Cliente Direto
pedro.goncalves@email.com.br,00Q4P00000wlnkLUAQ,2020-01-24 14:25:39,Indireto,Corretor,Corretor Autônomo
júlia.cavalcanti@email.com.br,00Q4P00000wlvR7UAI,2020-01-28 18:08:56,Direto,Comprador,Cliente Direto
fernanda.alves@email.com.br,00Q4P00000wlwXpUAI,2020-01-29 11:45:16,Direto,Comprador,Cliente Direto
ana.melo@email.com.br,00Q4P00000wlwYxUAI,2020-01-29 11:51:50,Direto,Comprador,Cliente Direto
thaís.martins@email.com.br,00Q4P000010MMT3UAO,2020-01-30 11:34:56,Indireto,Corretor,Corretor Autônomo
bruna.ferreira@email.com.br,00Q4P000010MNDpUAO,2020-01-30 17:07:58,Direto,Comprador,Cliente Direto
camila.barros@email.com.br,00Q4P000010MNuAUAW,2020-01-31 8:03:04,Direto,Comprador,Cliente Direto
vitor.castro@email.com.br,00Q4P000010MQtwUAG,2020-02-01 18:48:35,Direto,Comprador,Cliente Direto
alex.cavalcanti@email.com.br,00Q4P000010MSRfUAO,2020-02-03 9:52:17,Direto,Comprador,Cliente Direto
luiza.gomes@email.com.br,00Q4P000010MTcQUAW,2020-02-03 17:38:23,Indireto,Corretor,Corretor Autônomo
emilly.barbosa@email.com.br,00Q4P000010MUQdUAO,2020-02-04 10:08:42,Direto,Comprador,Cliente Direto
júlia.correia@email.com.br,00Q4P000010MUlWUAW,2020-02-04 12:59:10,Direto,Comprador,Cliente Direto
eduardo.souza@email.com.br,00Q4P000010MVh2UAG,2020-02-04 20:14:48,Direto,Comprador,Cliente Direto
luana.melo@email.com.br,00Q4P000010MYUeUAO,2020-02-06 15:40:30,Direto,Comprador,Cliente Direto
rodrigo.melo@email.com.br,00Q4P000010MZTcUAO,2020-02-06 23:14:03,Direto,Comprador,Cliente Direto
lavinia.cunha@email.com.br,00Q4P000010Ma78UAC,2020-02-07 13:52:39,Direto,Comprador,Cliente Direto
vitoria.rocha@email.com.br,00Q4P000010MaJTUA0,2020-02-07 14:36:04,Direto,Comprador,Cliente Direto
davi.pereira@email.com.br,00Q4P000010MbH1UAK,2020-02-07 18:55:58,Direto,Comprador,Cliente Direto
beatrice.barros@email.com.br,00Q4P000010MbJ2UAK,2020-02-07 19:12:03,Indireto,Corretor,Corretor Autônomo
anna.dias@email.com.br,00Q4P000010Mc2gUAC,2020-02-08 16:46:47,Direto,Comprador,Cliente Direto
bruna.melo@email.com.br,00Q4P000010McnyUAC,2020-02-09 11:00:27,Direto,Comprador,Cliente Direto
carlos.castro@email.com.br,00Q4P000010Md0YUAS,2020-02-09 17:32:23,Direto,Comprador,Cliente Direto
diogo.oliveira@email.com.br,00Q4P000010Md3SUAS,2020-02-09 18:34:12,Direto,Comprador,Cliente Direto
kaua.rocha@email.com.br,00Q4P000010MdX7UAK,2020-02-10 9:35:30,Indireto,Corretor,Corretor Autônomo
rafaela.cunha@email.com.br,00Q4P000010Mdy3UAC,2020-02-10 13:42:08,Direto,Comprador,Cliente Direto
kauê.gomes@email.com.br,00Q4P000010Mew4UAC,2020-02-10 21:59:09,Direto,Comprador,Cliente Direto
livia.barros@email.com.br,00Q4P000010MfDKUA0,2020-02-11 9:08:46,Direto,Comprador,Cliente Direto
rafael.dias@email.com.br,00Q4P000010MfT3UAK,2020-02-11 11:27:47,Indireto,Corretor,Imobiliária Pequena
marcos.souza@email.com.br,00Q4P000010MgCsUAK,2020-02-11 16:29:23,Direto,Comprador,Cliente Direto
letícia.pinto@email.com.br,00Q4P000010MhypUAC,2020-02-12 16:32:58,Direto,Comprador,Cliente Direto
gabriela.rocha@email.com.br,00Q4P000010MiHkUAK,2020-02-12 18:13:54,Direto,Comprador,Cliente Direto
lavinia.pereira@email.com.br,00Q4P000010MijjUAC,2020-02-12 23:05:14,Direto,Comprador,Cliente Direto
alex.santos@email.com.br,00Q4P000010MmWMUA0,2020-02-14 12:46:39,Direto,Comprador,Cliente Direto
rafaela.lima@email.com.br,00Q4P000010Mo77UAC,2020-02-14 20:33:42,Direto,Comprador,Cliente Direto
gabriela.ferreira@email.com.br,00Q4P000010Mo9rUAC,2020-02-14 21:38:08,Direto,Comprador,Cliente Direto
ryan.correia@email.com.br,00Q4P000010ModSUAS,2020-02-15 14:35:13,Direto,Comprador,Cliente Direto
josé.cunha@email.com.br,00Q4P000010Mom5UAC,2020-02-15 19:47:30,Direto,Comprador,Cliente Direto
carolina.cunha@email.com.br,00Q4P000010MsM9UAK,2020-02-18 0:15:08,Direto,Comprador,Cliente Direto
bruna.castro@email.com.br,00Q4P000010MsPrUAK,2020-02-18 6:05:42,Direto,Comprador,Cliente Direto
estevan.ribeiro@email.com.br,00Q4P000010MsyIUAS,2020-02-18 12:43:22,Indireto,Corretor,Imobiliária Pequena
giovanna.ribeiro@email.com.br,00Q4P000010MuABUA0,2020-02-18 23:06:10,Direto,Comprador,Cliente Direto
emilly.barbosa@email.com.br,00Q4P000010N0MRUA0,2020-02-21 10:55:20,Direto,Comprador,Cliente Direto
josé.araujo@email.com.br,00Q4P000010N0VnUAK,2020-02-21 12:20:31,Direto,Comprador,Cliente Direto
estevan.ferreira@email.com.br,00Q4P000010N1FKUA0,2020-02-21 20:06:34,Direto,Comprador,Cliente Direto
beatriz.martins@email.com.br,00Q4P000010N1VDUA0,2020-02-21 23:50:12,Direto,Comprador,Cliente Direto
anna.santos@email.com.br,00Q4P000010NCBRUA4,2020-02-27 11:34:13,Indireto,Corretor,Corretor Autônomo
